# For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||
# Timespan=2012-2017. Indexes=SCI-EXPANDED| ESCI| A&HCI| SSCI| CPCI-SSH| CPCI-S.|||||||||||||||||||||
#||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|2012|2013|2014|2015|2016|2017
Interactions between ageing error and selectivity in statistical catch-at-age models: simulations and implications for assessment of the Chilean Patagonian toothfish fishery|Henriquez, Vania; Licandeo, Roberto; Cubillos, Luis A.; Cox, Sean P.||||ICES JOURNAL OF MARINE SCIENCE|MAR-APR 2016|2016|73|4||||1074|1090||10.1093/icesjms/fsv270|||0|0|0|0|0|0|0|0
The recovery of Atlantic halibut: a large, long-lived, and exploited marine predator|Trzcinski, M. Kurtis; Bowen, W. Don||||ICES JOURNAL OF MARINE SCIENCE|MAR-APR 2016|2016|73|4||||1104|1114||10.1093/icesjms/fsv266|||2|0.67|0|0|0|0|0|2
THE DIET OF THE GALAPAGOS HAWK (BUTEO GALAPAGOENSIS) BEFORE AND AFTER GOAT ERADICATION|Jaramillo, Maricruz; Donaghy-Cannon, Michelle; Vargas, F. Hernan; Parker, Patricia G.||||JOURNAL OF RAPTOR RESEARCH|MAR 2016|2016|50|1||||33|44||10.3356/rapt-50-01-33-44.1                                                      |||0|0|0|0|0|0|0|0
Direct and indirect genetic effects of sex-specific mitonuclear epistasis on reproductive ageing|Immonen, E.; Collet, M.; Goenaga, J.; Arnqvist, G.||||HEREDITY|MAR 2016|2016|116|3||||329|338||10.1038/hdy.2015.112|||8|2.67|0|0|0|0|0|8
Not just for males: females use song against male and female rivals in a temperate zone songbird|Krieg, Cara A.; Getty, Thomas||||ANIMAL BEHAVIOUR|MAR 2016|2016|113|||||39|47||10.1016/j.anbehav.2015.12.019|||2|0.67|0|0|0|0|0|2
Urban Rights-of-Way as Reservoirs for Tall-Grass Prairie Plants and Butterflies|Leston, Lionel; Koper, Nicola||||ENVIRONMENTAL MANAGEMENT|MAR 2016|2016|57|3||||543|557||10.1007/s00267-015-0631-9|||1|0.33|0|0|0|0|0|1
TRANSIT TIMING TO FIRST ORDER IN ECCENTRICITY|Agol, Eric; Deck, Katherine||||ASTROPHYSICAL JOURNAL|FEB 20 2016|2016|818|2||||||177|10.3847/0004-637X/818/2/177|||8|2.67|0|0|0|0|3|5
Livestock vs. wild ungulate management in the conservation of Mediterranean dehesas: Implications for oak regeneration|Lopez-Sanchez, Aida; Perea, Ramon; Dirzo, Rodolfo; Roig, Sonia||||FOREST ECOLOGY AND MANAGEMENT|FEB 15 2016|2016|362|||||99|106||10.1016/j.foreco.2015.12.002|||6|2|0|0|0|0|2|4
More effective drugs lead to harder selective sweeps in the evolution of drug resistance in HIV-1|Feder, Alison F.; Rhee, Soo-Yon; Holmes, Susan P.; Shafer, Robert W.; Petrov, Dmitri A.; Pennings, Pleuni S.||||ELIFE|FEB 14 2016|2016|5|||||||e10670|10.7554/eLife.10670|||7|2.33|0|0|0|0|0|7
Joint estimation over multiple individuals improves behavioural state inference from animal movement data|Jonsen, Ian||||SCIENTIFIC REPORTS|FEB 8 2016|2016|6|||||||20625|10.1038/srep20625|||9|3|0|0|0|0|2|7
The role of Pteridium arachnoideum (Kaulf) on the seed bank of the endangered Brazilian Cerrado|Xavier, R. O.; Alday, J. G.; Marrs, R. H.; Matos, D. M. S.||||BRAZILIAN JOURNAL OF BIOLOGY|FEB 2016|2016|76|1||||256|267||10.1590/1519-6984.21814|||2|0.67|0|0|0|0|1|1
Ecosystem engineering by a gall-forming wasp indirectly suppresses diversity and density of herbivores on oak trees|Wetzel, William C.; Screen, Robyn M.; Li, Ivana; McKenzie, Jennifer; Phillips, Kyle A.; Cruz, Melissa; Zhang, Wenbo; Greene, Austin; Lee, Esther; Singh, Nuray; Tran, Carolyn; Yang, Louie H.||||ECOLOGY|FEB 2016|2016|97|2||||427|438||10.1890/15-1347.1|||6|2|0|0|0|0|1|5
Effects of alien invasion by Bombus terrestris L. (Apidae) on the visitation patterns of native bumblebees in coastal plants in northern Japan|Nishikawa, Yoko; Shimamura, Takashi||||JOURNAL OF INSECT CONSERVATION|FEB 2016|2016|20|1||||71|84||10.1007/s10841-015-9841-y|||1|0.33|0|0|0|0|0|1
Inverse estimation of integral projection model parameters using time series of population-level data|Gonzalez, Edgar J.; Martorell, Carlos; Bolker, Benjamin M.||||METHODS IN ECOLOGY AND EVOLUTION|FEB 2016|2016|7|2||||147|156||10.1111/2041-210X.12519|||5|1.67|0|0|0|0|4|1
Spillover of tachinids and hoverflies from different field margins|Inclan, Diego J.; Dainese, Matteo; Cerretti, Pierfilippo; Paniccia, Dino; Marini, Lorenzo||||BASIC AND APPLIED ECOLOGY|FEB 2016|2016|17|1||||33|42||10.1016/j.baae.2015.08.005|||6|2|0|0|0|0|1|5
Strength in size not numbers: propagule size more important than number in sexually reproducing populations|Sinclair, James S.; Arnott, Shelley E.||||BIOLOGICAL INVASIONS|FEB 2016|2016|18|2||||497|505||10.1007/s10530-015-1022-0|||5|1.67|0|0|0|0|1|4
Charisma counts: the presence of great apes affects the allocation of research effort in the paleotropics|Marshall, Andrew J.; Meijaard, Erik; Van Cleave, Eric; Sheil, Douglas||||FRONTIERS IN ECOLOGY AND THE ENVIRONMENT|FEB 2016|2016|14|1||||13|19||10.1002/14-0195.1|||3|1|0|0|0|0|3|0
Why do we lose protected areas? Factors influencing protected area downgrading, downsizing and degazettement in the tropics and subtropics|Symes, William S.; Rao, Madhu; Mascia, Michael B.; Carrasco, L. Roman||||GLOBAL CHANGE BIOLOGY|FEB 2016|2016|22|2||||656|665||10.1111/gcb.13089|||9|3|0|0|0|0|2|7
Selection of pairings reaching evenly across the data (SPREAD): A simple algorithm to design maximally informative fully crossed mating experiments|Zimmerman, K.; Levitis, D.; Addicott, E.; Pringle, A.||||HEREDITY|FEB 2016|2016|116|2||||182|189||10.1038/hdy.2015.88|||1|0.33|0|0|0|0|1|0
Digging for answers: contributions of density- and frequency-dependent factors on ectoparasite burden in a social mammal|Archer, Elizabeth K.; Bennett, Nigel C.; Faulkes, Chris G.; Lutermann, Heike||||OECOLOGIA|FEB 2016|2016|180|2||||429|438||10.1007/s00442-015-3494-0|||2|0.67|0|0|0|0|1|1
Alteration of complex negative emotions induced by music in euthymic patients with bipolar disorder|Choppin, Sabine; Trost, Wiebke; Dondaine, Thibaut; Millet, Bruno; Drapier, Dominique; Verin, Marc; Robert, Gabriel; Grandjean, Didier||||JOURNAL OF AFFECTIVE DISORDERS|FEB 2016|2016|191|||||15|23||10.1016/j.jad.2015.10.063|||1|0.33|0|0|0|0|1|0
Meta-analysis of studies with bivariate binary outcomes: a marginal beta-binomial model approach|Chen, Yong; Hong, Chuan; Ning, Yang; Su, Xiao||||STATISTICS IN MEDICINE|JAN 15 2016|2016|35|1||||21|40||10.1002/sim.6620|||1|0.33|0|0|0|0|0|1
Ecosystem Model Skill Assessment. Yes We Can!|Olsen, Erik; Fay, Gavin; Gaichas, Sarah; Gamble, Robert; Lucey, Sean; Link, Jason S.||||PLOS ONE|JAN 5 2016|2016|11|1||||||e0146467|10.1371/journal.pone.0146467|||8|2.67|0|0|0|0|1|7
Does mosquito control by Bti spraying affect the phytoplankton community? A 5-year study in Camargue temporary wetlands (France) (vol 52, pg 763, 2015)|Fayolle, Stephanie; Bertrand, Celine; Logez, Maxime; Franquet, Evelyne||||ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY|2016|2016|52|||||1|11||10.1051/limn/2015027|||0|0|0|0|0|0|0|0
Large-Scale Changes in Bloater Growth and Condition in Lake Huron|Prichard, Carson G.; Roseman, Edward F.; Keeler, Kevin M.; O'Brien, Timothy P.; Riley, Stephen C.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|2016|2016|145|6||||1241|1251||10.1080/00028487.2016.1214176|||0|0|0|0|0|0|0|0
Hake species (Merluccius capensis and M. paradoxus) assessment in the Benguela Current Large Marine Ecosystem|Kathena, Johannes N.; Nielsen, Anders; Thygesen, Uffe Hogsbro; Berg, Casper W.||||ENVIRONMENTAL DEVELOPMENT|JAN 2016|2016|17|||1|SI|193|201||10.1016/j.envdev.2015.11.011|||0|0|0|0|0|0|0|0
Low Density of Top Predators (Seabirds and Marine Mammals) in the High Arctic Pack Ice|Joiris, Claude R.; Boos, Karin; D'Hert, Diederik; Nachtsheim, Dominik A.||||SCIENTIFICA|2016|2016||||||||1982534|10.1155/2016/1982534|||0|0|0|0|0|0|0|0
Vegetation management influences habitat use by mammalian herbivores in shrub-encroached grassy woodland|Davis, Naomi E.; Di Stefano, Julian; Coulson, Graeme; Whelan, Jim; Wright, John||||WILDLIFE RESEARCH|2016|2016|43|5||||438|447||10.1071/WR15218|||1|0.33|0|0|0|0|1|0
Evaluating the Efficacy of Trawl Exclusion Zones by Estimating Local Atka Mackerel Abundance and Movement Patterns in the Central and Eastern Aleutian Islands|McDermott, Susanne F.; Haist, Vivian; Rand, Kimberly M.||||MARINE AND COASTAL FISHERIES|2016|2016|8|1||||334|349||10.1080/19425120.2015.1135218|||1|0.33|0|0|0|0|0|1
The Influence of Stock Assessment Frequency on the Achievement of Fishery Management Objectives|Li, Yang; Bence, James R.; Brenden, Travis O.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|2016|2016|36|4||||793|812||10.1080/02755947.2016.1167145|||0|0|0|0|0|0|0|0
Patterns of Fish Assemblage Structure and Habitat Use among Main- and Side-Channel Environments in the Lower Kootenai River, Idaho|Watkins, Carson J.; Stevens, Bryan S.; Quist, Michael C.; Shepard, Bradley B.; Ireland, Susan C.||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|2016|2016|145|6||||1340|1355||10.1080/00028487.2015.1069756|||2|0.67|0|0|0|0|1|1
Comparison of different computational implementations on fitting generalized linear mixed-effects models for repeated count measures|Huang, Lu; Tang, Li; Zhang, Bo; Zhang, Zhiwei; Zhang, Hui||||JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION|2016|2016|86|12||||2392|2404||10.1080/00949655.2015.1111376|||1|0.33|0|0|0|0|1|0
Use of a Structured Approach to the Analysis of Management Options and Value of Information for a Recreationally Exploited Fish Population: A Case Study of Walleyes in Saginaw Bay|Fielder, David G.; Jones, Michael L.; Bence, James R.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|2016|2016|36|2||||407|420||10.1080/02755947.2015.1125975|||0|0|0|0|0|0|0|0
Novel Species Interactions in a Highly Modified Estuary: Association of Largemouth Bass with Brazilian Waterweed Egeria densa|Conrad, J. Louise; Bibian, Andrew J.; Weinersmith, Kelly L.; De Carion, Denise; Young, Matthew J.; Crain, Patrick; Hestir, Erin L.; Santos, Maria J.; Sih, Andrew||||TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY|2016|2016|145|2||||249|263||10.1080/00028487.2015.1114521|||3|1|0|0|0|0|1|2
Surveillance and Control of Aedes albopictus in the Swiss-Italian Border Region: Differences in Egg Densities between Intervention and Non-intervention Areas|Suter, Tobias T.; Flacio, Eleonora; Farina, Begona Feijoo; Engeler, Lukas; Tonolla, Mauro; Regis, Leda N.; de Melo Santos, Maria A. V.; Mueller, Pie||||PLOS NEGLECTED TROPICAL DISEASES|JAN 2016|2016|10|1||||||e0004315|10.1371/journal.pntd.0004315|||5|1.67|0|0|0|0|1|4
Sea turtles return home after intentional displacement from coastal foraging areas|Shimada, Takahiro; Limpus, Colin; Jones, Rhondda; Hazel, Julia; Groom, Rachel; Hamann, Mark||||MARINE BIOLOGY|JAN 2016|2016|163|1||||||8|10.1007/s00227-015-2771-0|||9|3|0|0|0|0|3|5
Age at maturity, skipped spawning, and fecundity of female sablefish (Anoplopoma fimbria) during the spawning season|Rodgveller, Cara J.; Stark, James W.; Echave, Katy B.; Hulson, Peter-John F.||||FISHERY BULLETIN|JAN 2016|2016|114|1||||89|102||10.7755/FB.114.1.8|||4|1.33|0|0|0|0|1|3
Combining genetics with age/length data to estimate temporal changes in year-class strength of source populations contributing to mixtures|Tsehaye, Iyob; Brenden, Travis O.; Bence, James R.; Liu, Weihai; Scribner, Kim T.; Kanefsky, Jeannette; Bott, Kristin; Elliott, Robert F.||||FISHERIES RESEARCH|JAN 2016|2016|173||3||SI|236|249||10.1016/j.fishres.2015.09.004|||2|0.67|0|0|0|0|1|1
Drivers of plant invasion vary globally: evidence from pine invasions within six ecoregions|Taylor, Kimberley T.; Maxwell, Bruce D.; Pauchard, Anibal; Nunez, Martin A.; Peltzer, Duane A.; Terwei, Andre; Rew, Lisa J.||||GLOBAL ECOLOGY AND BIOGEOGRAPHY|JAN 2016|2016|25|1||||96|106||10.1111/geb.12391|||11|3.67|0|0|0|0|5|6
Choosing a healthy mate: sexually attractive traits as reliable indicators of current disease status in house mice|Lopes, Patricia C.; Konig, Barbara||||ANIMAL BEHAVIOUR|JAN 2016|2016|111|||||119|126||10.1016/j.anbehav.2015.10.011|||6|2|0|0|0|0|2|4
Northern bobwhite abundance in relation to precipitation and landscape structure|Parent, Chad J.; Hernandez, Fidel; Brennan, Leonard A.; Wester, David B.; Bryant, Fred C.; Schnupp, Matthew J.||||JOURNAL OF WILDLIFE MANAGEMENT|JAN 2016|2016|80|1||||7|18||10.1002/jwmg.992|||8|2.67|0|0|0|0|3|5
Multivariate evaluation of the effectiveness of delousing treatment efficacy of azamethiphos (Salmosan (R)) against the salmon louse (Lepeophtheirus salmonis) in Atlantic salmon (Salmo salar) using wellboat, skirt and tarpaulin treatment modalities|Whyte, S. K.; Jimenez, D.; Revie, C. W.; Hammell, K. L.||||AQUACULTURE|JAN 1 2016|2016|450|||||301|307||10.1016/j.aquaculture.2015.08.009|||2|0.67|0|0|0|0|1|1
Sex-specific consequences of an induced immune response on reproduction in a moth|Barthel, Andrea; Staudacher, Heike; Schmaltz, Antje; Heckel, David G.; Groot, Astrid T.||||BMC EVOLUTIONARY BIOLOGY|DEC 16 2015|2015|15|||||||282|10.1186/s12862-015-0562-3|||5|1.25|0|0|0|0|1|4
Effect of prey type on the fine-scale feeding behaviour of migrating east Australian humpback whales|Owen, Kylie; Warren, Joseph D.; Noad, Michael J.; Donnelly, David; Goldizen, Anne W.; Dunlop, Rebecca A.||||MARINE ECOLOGY PROGRESS SERIES|DEC 15 2015|2015|541|||||231|244||10.3354/meps11551|||4|1|0|0|0|0|0|4
Validation of CryoSat-2 SAR mode based lake levels|Nielsen, Karina; Stenseng, Lars; Andersen, Ole B.; Villadsen, Heidi; Knudsen, Per||||REMOTE SENSING OF ENVIRONMENT|DEC 15 2015|2015|171|||||162|170||10.1016/j.rse.2015.10.023|||10|2.5|0|0|0|0|2|8
Reconstructing historical and contemporary disease dynamics: A case study using the California slender salamander|Sette, C. M.; Vredenburg, V. T.; Zink, A. G.||||BIOLOGICAL CONSERVATION|DEC 2015|2015|192|||||20|29||10.1016/j.biocon.2015.08.039|||3|0.75|0|0|0|0|0|3
Distance sampling with a random scale detection function|Oedekoven, Cornelia S.; Laake, Jeffrey L.; Skaug, Hans J.||||ENVIRONMENTAL AND ECOLOGICAL STATISTICS|DEC 2015|2015|22|4|||SI|725|737||10.1007/s10651-015-0316-9|||2|0.5|0|0|0|1|1|0
Dissecting the distribution of brittle stars along a sewage pollution gradient indicated by organic markers|de Moura Barboza, Carlos Alberto; Martins, Cesar C.; Lana, Paulo da Cunha||||MARINE POLLUTION BULLETIN|NOV 15 2015|2015|100|1||||438|444||10.1016/j.marpolbul.2015.08.008|||1|0.25|0|0|0|0|0|1
Fine-scale kin recognition in the absence of social familiarity in the Siberian jay, a monogamous bird species|Griesser, Michael; Halvarsson, Peter; Drobniak, Szymon M.; Vila, Carles||||MOLECULAR ECOLOGY|NOV 2015|2015|24|22||||5726|5738||10.1111/mec.13420|||9|2.25|0|0|0|0|2|7
Forest fragmentation in the Argentine Chaco: recruitment and population patterns of dominant tree species|Andres Torrella, Sebastian; Ginzburg, Ruben; Galetto, Leonardo||||PLANT ECOLOGY|NOV 2015|2015|216|11||||1499|1510||10.1007/s11258-015-0532-2|||0|0|0|0|0|0|0|0
Thermal niche predicts tolerance to habitat conversion in tropical amphibians and reptiles|Frishkoff, Luke O.; Hadly, Elizabeth A.; Daily, Gretchen C.||||GLOBAL CHANGE BIOLOGY|NOV 2015|2015|21|11||||3901|3916||10.1111/gcb.13016|||9|2.25|0|0|0|0|4|5
Host selection by an insect herbivore with spatially variable density dependence|Wetzel, William C.; Strong, Donald R.||||OECOLOGIA|NOV 2015|2015|179|3||||777|784||10.1007/s00442-015-3378-3|||2|0.5|0|0|0|0|1|1
Experimental fertilization increases amino acid content in floral nectar, fruit set and degree of selfing in the orchid Gymnadenia conopsea|Gijbels, Pieter; Ceulemans, Tobias; Van den Ende, Wim; Honnay, Olivier||||OECOLOGIA|NOV 2015|2015|179|3||||785|795||10.1007/s00442-015-3381-8|||5|1.25|0|0|0|0|1|4
Changes in plant life-form, pollination syndrome and breeding system at a regional scale promoted by land use intensity|Moser, Dietmar; Dullinger, Stefan; Mang, Thomas; Huelber, Karl; Essl, Franz; Frank, Thomas; Hulme, Philip E.; Grabherr, Georg; Pascher, Kathrin||||DIVERSITY AND DISTRIBUTIONS|NOV 2015|2015|21|11||||1319|1328||10.1111/ddi.12353|||2|0.5|0|0|0|0|0|2
Predictive modelling of habitat selection by marine predators with respect to the abundance and depth distribution of pelagic prey|Boyd, Charlotte; Castillo, Ramiro; Hunt, George L., Jr.; Punt, Andre E.; VanBlaricom, Glenn R.; Weimerskirch, Henri; Bertrand, Sophie||||JOURNAL OF ANIMAL ECOLOGY|NOV 2015|2015|84|6||||1575|1588||10.1111/1365-2656.12409|||12|3|0|0|0|0|4|8
Hierarchical statistical framework to combine generalized depletion models and biomass dynamic models in the stock assessment of the Chilean sea urchin (Loxechinus albus) fishery|Roa-Ureta, Ruben H.; Molinet, Carlos; Barahona, Nancy; Araya, Pablo||||FISHERIES RESEARCH|NOV 2015|2015|171||||SI|59|67||10.1016/j.fishres.2014.12.006|||4|1|0|0|0|0|2|2
Panamanian frog species host unique skin bacterial communities|Belden, Lisa K.; Hughey, Myra C.; Rebollar, Eria A.; Umile, Thomas P.; Loftus, Stephen C.; Burzynski, Elizabeth A.; Minbiole, Kevin P. C.; House, Leanna L.; Jensen, Roderick V.; Becker, Matthew H.; Walke, Jenifer B.; Medina, Daniel; Ibanez, Roberto; Harris, Reid N.||||FRONTIERS IN MICROBIOLOGY|OCT 27 2015|2015|6|||||||1171|10.3389/fmicb.2015.01171|||23|5.75|0|0|0|0|5|18
Is It Necessary Managing Carnivores to Reverse the Decline of Endangered Prey Species? Insights from a Removal Experiment of Mesocarnivores to Benefit Demographic Parameters of the Pyrenean Capercaillie|Moreno-Opo, Ruben; Afonso, Ivan; Jimenez, Jose; Fernandez-Olalla, Mariana; Canut, Jordi; Garcia-Ferre, Diego; Pique, Josep; Garcia, Francisco; Roig, Job; Munoz-Igualada, Jaime; Mariano Gonzalez, Luis; Vicente Lopez-Bao, Jose||||PLOS ONE|OCT 21 2015|2015|10|10||||||e0139837|10.1371/journal.pone.0139837|||3|0.75|0|0|0|0|0|3
Reduced entomopathogen abundance in Myrmica ant nests-testing a possible immunological benefit of myrmecophily using Galleria mellonella as a model|Schar, Sami; Larsen, Louise L. M.; Meyling, Nicolai V.; Nash, David R.||||ROYAL SOCIETY OPEN SCIENCE|OCT 2015|2015|2|10||||||150474|10.1098/rsos.150474|||1|0.25|0|0|0|0|1|0
Fast fitting of non-Gaussian state-space models to animal movement data via Template Model Builder|Albertsen, Christoffer Moesgaard; Whoriskey, Kim; Yurkowski, David; Nielsen, Anders; Flemming, Joanna Mills||||ECOLOGY|OCT 2015|2015|96|10||||2598|2604||10.1890/14-2101.1.sm|||14|3.5|0|0|0|0|5|9
Forest regeneration dynamics following bark beetle outbreak in Norway spruce stands: Influence of meso-relief, forest edge distance and deer browsing|Rozman, Andrej; Diaci, Jurij; Krese, Anze; Fidej, Gal; Rozenbergar, Dusan||||FOREST ECOLOGY AND MANAGEMENT|OCT 1 2015|2015|353|||||196|207||10.1016/j.foreco.2015.04.028|||3|0.75|0|0|0|0|0|3
Host sex and age influence endoparasite burdens in the gray mouse lemur|Haemaelaeinen, Anni; Raharivololona, Brigitte; Ravoniarimbinina, Pascaline; Kraus, Cornelia||||FRONTIERS IN ZOOLOGY|OCT 1 2015|2015|12|||||||25|10.1186/s12983-015-0118-9|||5|1.25|0|0|0|0|1|4
Re-examination of sea lamprey control policies for the St. Marys River: completion of an adaptive management cycle|Jones, Michael L.; Brenden, Travis O.; Irwin, Brian J.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|OCT 2015|2015|72|10||||1538|1551||10.1139/cjfas-2014-0567|||7|1.75|0|0|0|0|4|3
Productivity of poplar short rotation coppice in an alley-cropping agroforestry system|Lamerre, Justine; Schwarz, Kai-Uwe; Langhof, Maren; von Wuehlisch, Georg; Greef, Jorg-Michael||||AGROFORESTRY SYSTEMS|OCT 2015|2015|89|5||||933|942||10.1007/s10457-015-9825-7|||2|0.5|0|0|0|0|1|1
Woodland recovery following drought-induced tree mortality across an environmental stress gradient|Redmond, Miranda D.; Cobb, Neil S.; Clifford, Michael J.; Barger, Nichole N.||||GLOBAL CHANGE BIOLOGY|OCT 2015|2015|21|10||||3685|3695||10.1111/gcb.12976|||9|2.25|0|0|0|0|2|7
Non-linear effects of ocean acidification on the transmission of a marine intertidal parasite|Harland, H.; MacLeod, C. D.; Poulin, R.||||MARINE ECOLOGY PROGRESS SERIES|SEP 29 2015|2015|536|||||55|64||10.3354/meps11416|||7|1.75|0|0|0|0|4|3
Climate-associated changes in prey availability drive reproductive dynamics of the North Atlantic right whale population|Meyer-Gutbrod, Erin L.; Greene, Charles H.; Sullivan, Patrick J.; Pershing, Andrew J.||||MARINE ECOLOGY PROGRESS SERIES|SEP 15 2015|2015|535|||||243|258||10.3354/meps11372|||5|1.25|0|0|0|0|2|3
Spatial and temporal variation of hantavirus bank vole infection in managed forest landscapes|Magnusson, M.; Ecke, F.; Khalil, H.; Olsson, G.; Evander, M.; Niklasson, B.; Hornfeldt, B.||||ECOSPHERE|SEP 2015|2015|6|9||||||163|10.1890/ES15-00039.1|||5|1.25|0|0|0|0|2|3
Effective time closures: quantifying the conservation benefits of input control for the Pacific chub mackerel fishery|Ichinokawa, Momoko; Okamura, Hiroshi; Watanabe, Chikako; Kawabata, Atsushi; Oozeki, Yoshioki||||ECOLOGICAL APPLICATIONS|SEP 2015|2015|25|6||||1566|1584||10.1890/14-1216.1|||4|1|0|0|0|0|0|4
Personality and Affinities Play a Key Role in the Organisation of Collective Movements in a Group of Domestic Horses|Briard, Lea; Dorn, Camille; Petit, Odile||||ETHOLOGY|SEP 2015|2015|121|9||||888|902||10.1111/eth.12402|||11|2.75|0|0|0|1|2|8
Multimodal Advertisement of Pregnancy in Free-Ranging Female Japanese Macaques (Macaca fuscata)|Rigaill, Lucie; MacIntosh, Andrew J. J.; Higham, James P.; Winters, Sandra; Shimizu, Keiko; Mouri, Keiko; Furuichi, Takeshi; Garcia, Cecile||||PLOS ONE|AUG 26 2015|2015|10|8||||||e0135127|10.1371/journal.pone.0135127|||3|0.75|0|0|0|0|0|3
Rapid Adaptation of a Daphnia magna Population to Metal Stress Is Associated with Heterozygote Excess|Hochmuth, Jennifer D.; De Meester, Luc; Pereira, Cecilia M. S.; Janssen, Colin R.; De Schamphelaere, Karel A. C.||||ENVIRONMENTAL SCIENCE & TECHNOLOGY|AUG 4 2015|2015|49|15||||9298|9307||10.1021/acs.est.5b00724|||7|1.75|0|0|0|0|3|4
Five-Year Mental Health Care Use by Patients Referred to Collaborative Care or to Specialized Care|van Orden, Mirjam L.; Deen, Mathijs L.; Spinhoven, Philip; Haffmans, Judith; Hoencamp, Eric||||PSYCHIATRIC SERVICES|AUG 2015|2015|66|8||||840|844||10.1176/appi.ps.201400238|||2|0.5|0|0|0|0|1|1
Experimental evidence that wildflower strips increase pollinator visits to crops|Feltham, Hannah; Park, Kirsty; Minderman, Jeroen; Goulson, Dave||||ECOLOGY AND EVOLUTION|AUG 2015|2015|5|16||||3523|3530||10.1002/ece3.1444|||13|3.25|0|0|0|0|2|11
Seasonal polyphenism in wing coloration affects species recognition in rubyspot damselflies (Hetaerina spp.)|Drury, J. P.; Anderson, C. N.; Grether, G. F.||||JOURNAL OF EVOLUTIONARY BIOLOGY|AUG 2015|2015|28|8||||1439|1452||10.1111/jeb.12665|||4|1|0|0|0|0|3|1
Effects of immune challenge on the oviposition strategy of anoctuid moth|Staudacher, H.; Menken, S. B. J.; Groot, A. T.||||JOURNAL OF EVOLUTIONARY BIOLOGY|AUG 2015|2015|28|8||||1568|1577||10.1111/jeb.12677|||4|1|0|0|0|0|0|4
Ecological contrasts drive responses of wintering farmland birds to conservation management|Hammers, Martijn; Muskens, Gerard J. D. M.; van Kats, Ruud J. M.; Teunissen, Wolf A.; Kleijn, David||||ECOGRAPHY|AUG 2015|2015|38|8||||813|821||10.1111/ecog.01060|||4|1|0|0|0|2|2|0
Identification and quantification of heteroscedasticity in stock-recruitment relationships|Panikian, Garo; Cussens, James; Pitchford, Jonathan W.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|AUG 2015|2015|72|8||||1259|1271||10.1139/cjfas-2014-0549|||0|0|0|0|0|0|0|0
Indirect effects of red imported fire ants on Attwater's prairie-chicken brood survival|Morrow, Michael E.; Chester, Rebecca E.; Lehnen, Sarah E.; Drees, Bastiaan M.; Toepfer, John E.||||JOURNAL OF WILDLIFE MANAGEMENT|AUG 2015|2015|79|6||||898|906||10.1002/jwmg.915|||5|1.25|0|0|0|0|3|2
Organic farming enhances parasitoid diversity at the local and landscape scales|Inclan, Diego J.; Cerretti, Pierfilippo; Gabriel, Doreen; Benton, Tim G.; Sait, Steven M.; Kunin, William E.; Gillespie, Mark A. K.; Marini, Lorenzo||||JOURNAL OF APPLIED ECOLOGY|AUG 2015|2015|52|4||||1102|1109||10.1111/1365-2664.12457|||7|1.75|0|0|0|0|5|2
Selectivity and two biomass measures in an age-based assessment of Antarctic krill (Euphausia superba)|Kinzey, Douglas; Watters, George M.; Reiss, Christian S.||||FISHERIES RESEARCH|AUG 2015|2015|168|||||72|84||10.1016/j.fishres.2015.03.023|||4|1|0|0|0|0|1|3
Environmental heterogeneity and dispersal processes influence post-logging seedling establishment in a Chiquitano dry tropical forest|Corria-Ainslie, Robin; Camarero, J. Julio; Toledo, Marisol||||FOREST ECOLOGY AND MANAGEMENT|AUG 1 2015|2015|349|||||122|133||10.1016/j.foreco.2015.03.033|||2|0.5|0|0|0|0|2|0
A comparison of observation-level random effect and Beta-Binomial models for modelling overdispersion in Binomial data in ecology & evolution|Harrison, Xavier A.||||PEERJ|JUL 21 2015|2015|3|||||||e1114|10.7717/peerj.1114|||22|5.5|0|0|0|0|3|18
Distribution and abundance of hematophagous flies (Glossinidae, Stomoxys, and Tabanidae) in two national parks of Gabon|Essono, Paul Yannick Bitome; Dechaume-Moncharmont, Francois-Xavier; Mavoungou, Jacques; Mba, Regis Obiang; Duvallet, Gerard; Bretagnolle, Francois||||PARASITE|JUL 17 2015|2015|22|||||||23|10.1051/parasite/2015023|||0|0|0|0|0|0|0|0
