#For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#Timespan=All years. Indexes=SCI-EXPANDED, ESCI, A&HCI, SSCI.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019
A Comparison of Phenotypic Traits Related to Trypanotolerance in Five West African Cattle Breeds Highlights the Value of Shorthorn Taurine Breeds|Berthier, David; Peylhard, Moana; Dayo, Guiguigbaza-Kossigan; Flori, Laurence; Sylla, Souleymane; Bolly, Seydou; Sakande, Hassane; Chantal, Isabelle; Thevenon, Sophie||||PLOS ONE|MAY 8 2015|2015|10|5||||||e0126498|10.1371/journal.pone.0126498|||4|0.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|0
Response of crayfish to hyporheic water availability and excess sedimentation|Dyer, Joseph J.; Worthington, Thomas A.; Brewer, Shannon K.||||HYDROBIOLOGIA|MAR 2015|2015|747|1||||147|157||10.1007/s10750-014-2126-8|||4|0.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|1|0
Does mosquito control by Bti spraying affect the phytoplankton community? A 5-year study in Camargue temporary wetlands (France)|Fayolle, Stephanie; Bertrand, Celine; Logez, Maxime; Franquet, Evelyne||||ANNALES DE LIMNOLOGIE-INTERNATIONAL JOURNAL OF LIMNOLOGY|2015|2015|51|3||||189|198||10.1051/limn/2015013|||4|0.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|0
Behavioral traits of the arboreal marsupial Dromiciops gliroides during Tristerix corymbosus fruiting season|Di Virgilio, Agustina; Amico, Guillermo C.; Morales, Juan Manuel||||JOURNAL OF MAMMALOGY|DEC 2014|2014|95|6||||1189|1198||10.1644/13-MAMM-A-281|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0
Improved estimation and forecasts of stock maturities using generalised linear mixed models with auto-correlated random effects|Cadigan, N. G.; Morgan, M. J.; Brattey, J.||||FISHERIES MANAGEMENT AND ECOLOGY|OCT 2014|2014|21|5||||343|356||10.1111/fme.12080|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1|0
trust Optim : An R Package for Trust Region Optimization with Sparse Hessians|Braun, Michael||||JOURNAL OF STATISTICAL SOFTWARE|SEP 2014|2014|60|4||||||||||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|0
Rodent population dynamics affect seedling recruitment in alpine habitats|Nystuen, Kristin O.; Evju, Marianne; Rusch, Graciela M.; Graae, Bente J.; Eide, Nina E.||||JOURNAL OF VEGETATION SCIENCE|JUL 2014|2014|25|4||||1004|1014||10.1111/jvs.12163|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|0
The orientation and migratory dynamics of the western rock lobster, Panulirus cygnus, in Western Australia|de Lestang, Simon||||ICES JOURNAL OF MARINE SCIENCE|JUL-AUG 2014|2014|71|5||||1052|1063||10.1093/icesjms/fst205|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|1|2|0
A novel approach for estimating location and scale specific fishing exploitation rates of eastern Bering Sea walleye pollock (Theragra chalcogramma)|Barbeaux, Steven J.; Horne, John K.; Ianelli, James N.||||FISHERIES RESEARCH|MAY 2014|2014|153|||||69|82||10.1016/j.fishres.2014.01.004|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|3|0
From pup production to quotas: current status of harp seals in the Greenland Sea|Oigard, Tor Arne; Haug, Tore; Nilssen, Kjell Tormod||||ICES JOURNAL OF MARINE SCIENCE|MAR-APR 2014|2014|71|3||||537|545||10.1093/icesjms/fst155|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|2|0|0
Experimental Assessment of Circle Hook Performance and Selectivity in the Northern Gulf of Mexico Recreational Reef Fish Fishery|Garner, Steven B.; Patterson, William F., III; Porch, Clay E.; Tarnecki, Joseph H.||||MARINE AND COASTAL FISHERIES|2014|2014|6|1||||235|246||10.1080/19425120.2014.952463|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|1
A bootstrap method for estimating bias and variance in statistical fisheries modelling frameworks using highly disparate datasets|Elvarsson, B. P.; Taylor, L.; Trenkel, V. M.; Kupca, V.; Stefansson, G.||||AFRICAN JOURNAL OF MARINE SCIENCE|2014|2014|36|1||||99|110||10.2989/1814232X.2014.897253|||4|0.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|0
Regeneration in canopy gaps of tierra-firme forest in the Peruvian Amazon: Comparing reduced impact logging and natural, unmanaged forests|Karsten, Rune Juelsborg; Jovanovic, Milos; Meilby, Henrik; Perales, Emilio; Reynel, Carlos||||FOREST ECOLOGY AND MANAGEMENT|DEC 15 2013|2013|310|||||663|671||10.1016/j.foreco.2013.09.006|||4|0.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|2|1
Population ecology of turbot and brill: What can we learn from two rare flatfish species?|van der Hammen, Tessa; Poos, Jan Jaap; van Overzee, Harriet M. J.; Heessen, Henk J. L.; Magnusson, Arni; Rijnsdorp, Adriaan D.||||JOURNAL OF SEA RESEARCH|NOV 2013|2013|84||||SI|96|108||10.1016/j.seares.2013.07.001|||4|0.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|0|1|0
Tawny owl vocal activity is constrained by predation risk|Lourenco, Rui; Goytre, Fernando; del Mar Delgado, Maria; Thornton, Michael; Rabaca, Joao E.; Penteriani, Vincenzo||||JOURNAL OF AVIAN BIOLOGY|SEP 2013|2013|44|5||||461|468||10.1111/j.1600-048X.2013.00157.x|||4|0.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1
Reconstructing shifts in vital rates driven by long-term environmental change: a new demographic method based on readily available data|Gonzalez, Edgar J.; Martorell, Carlos||||ECOLOGY AND EVOLUTION|JUL 2013|2013|3|7||||2273|2284||10.1002/ece3.549|||4|0.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|0|0|0
Random Effects Models and Multistage Estimation Procedures for Statistical Population Reconstruction of Small Game Populations|Gast, Christopher M.; Skalski, John R.; Isabelle, Jason L.; Clawson, Michael V.||||PLOS ONE|JUN 3 2013|2013|8|6||||||e65244|10.1371/journal.pone.0065244|||4|0.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|3|0|0
OCCURRENCE OF POLYGYNY AND DOUBLE BROODING IN THE EASTERN WOOD-PEWEE|Newell, Felicity L.; Haiman, Aaron N. K.; Narango, Desiree L.; Elder, Julie Means; Leonhard, Linda Daily; Philhower-Gillen, Jennifer; Johnson, Angela M.; Rodewald, Amanda D.||||WILSON JOURNAL OF ORNITHOLOGY|JUN 2013|2013|125|2||||251|259||10.1676/12-132.1|||4|0.57|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|2|1|0
A recruitment-mortality model in the precautionary management toolkit of African tropical inland, single-species fisheries|Munyandorero, Joseph||||FISHERIES RESEARCH|SEP 2012|2012|127|||||26|33||10.1016/j.fishres.2012.04.017|||4|0.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|1|0|1|0
Suppression of Plant Defenses by Herbivorous Mites Is Not Associated with Adaptation to Host Plants|Paulo, Jessica T.; Godinho, Diogo P.; Silva, Anabela; Branquinho, Cristina; Magalhaes, Sara||||INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES|JUN 2018|2018|19|6||||||1783|10.3390/ijms19061783|||3|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Competition-driven niche segregation on a landscape scale: Evidence for escaping from syntopy towards allotopy in two coexisting sibling passerine species|Reif, Jiri; Reifova, Radka; Skoracka, Anna; Kuczynski, Lechoslaw||||JOURNAL OF ANIMAL ECOLOGY|MAY 2018|2018|87|3||||774|789||10.1111/1365-2656.12808|||3|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
A general model for salmon run reconstruction that accounts for interception and differences in availability to harvest|Cunningham, Curry J.; Branch, Trevor A.; Dann, Tyler H.; Smith, Matt; Seeb, James E.; Seeb, Lisa W.; Hilborn, Ray||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|MAR 2018|2018|75|3||||439|451||10.1139/cjfas-2016-0360|||3|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2
Seasonal differences of corticosterone metabolite concentrations and parasite burden in northern bald ibis (Geronticus eremita): The role of affiliative interactions|Puehringer-Sturmayr, Verena; Wascher, Claudia A. F.; Loretto, Matthias-Claudio; Palme, Rupert; Stoewe, Mareike; Kotrschal, Kurt; Frigerio, Didone||||PLOS ONE|JAN 24 2018|2018|13|1||||||e0191441|10.1371/journal.pone.0191441|||3|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
The Impact of Periodic Distribution Campaigns of Long-Lasting Insecticidal-Treated Bed Nets on Malaria Vector Dynamics and Human Exposure in Dielmo, Senegal|Sougoufara, Seynabou; Thiaw, Omar; Cailleau, Aurelie; Diagne, Nafissatou; Harry, Myriam; Bouganali, Charles; Sembene, Pape M.; Doucoure, Souleymane; Sokhna, Cheikh||||AMERICAN JOURNAL OF TROPICAL MEDICINE AND HYGIENE|2018|2018|98|5||||1343|1352||10.4269/ajtmh.17-0009|||3|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Fire timing in relation to masting: an important determinant of post-fire recruitment success for the obligate-seeding arid zone soft spinifex (Triodia pungens)|Wright, Boyd R.; Fensham, Roderick J.||||ANNALS OF BOTANY|JAN 2018|2018|121|1||||119|128||10.1093/aob/mcx136|||3|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Influence of soil pathogens on early regeneration success of tropical trees varies between forest edge and interior|Krishnadas, Meghna; Comita, Liza S.||||OECOLOGIA|JAN 2018|2018|186|1||||259|268||10.1007/s00442-017-4006-1|||3|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
Causes and Consequences of Tool Shape Variation in New Caledonian Crows|Sugasawa, Shoko; Klump, Barbara C.; St Clair, James J. H.; Rutz, Christian||||CURRENT BIOLOGY|DEC 18 2017|2017|27|24||||3885|+||10.1016/j.cub.2017.11.028|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Thermal stress exposure, bleaching response, and mortality in the threatened coral Acropora palmata|Williams, D. E.; Miller, M. W.; Bright, A. J.; Pausch, R. E.; Valdivia, A.||||MARINE POLLUTION BULLETIN|NOV 15 2017|2017|124|1||||189|197||10.1016/j.marpolbul.2017.07.001|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
Comparative assessment of An. gambiae and An. stephensi mosquitoes to determine transmission-reducing activity of antibodies against P-falciparum sexual stage antigens|Eldering, Maarten; Bompard, Anais; Miura, Kazutoyo; Stone, Will; Morlais, Isabelle; Cohuet, Anna; van Gemert, Geert-Jan; Brock, Patrick M.; Rijpma, Sanna R.; van de Vegte-Bolmer, Marga; Graumans, Wouter; Siebelink-Stoter, Rianne; Da, Dari F.; Long, Carole A.; Morin, Merribeth J.; Sauerwein, Robert W.; Churcher, Thomas S.; Bousema, Teun||||PARASITES & VECTORS|OCT 17 2017|2017|10|||||||489|10.1186/s13071-017-2414-z|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
Arthropods in the subsoil: Abundance and vertical distribution as related to soil organic matter, microbial biomass and plant roots|Potapov, Anton M.; Goncharov, Anton A.; Semenina, Eugenia E.; Korotkevich, Anastasiya Yu; Tsurikov, Sergey M.; Rozanova, Oksana L.; Anichkin, Alexander E.; Zuev, Andrey G.; Samoylova, Ekaterina S.; Semenyuk, Irina I.; Yevdokimov, Ilya V.; Tiunov, Alexei V.||||EUROPEAN JOURNAL OF SOIL BIOLOGY|SEP-OCT 2017|2017|82|||||88|97||10.1016/j.ejsobi.2017.09.001|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Germination phenology determines the propensity for facilitation and competition|Leverett, Lindsay D.||||ECOLOGY|SEP 2017|2017|98|9||||2437|2446||10.1002/ecy.1984|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Long-term decline of brown algal assemblages from southern Brazil under the influence of a nuclear power plant|de Szechy, Maria Teresa Menezes; Koutsoukos, Victor de Souza; de Moura Barboza, Carlos Alberto||||ECOLOGICAL INDICATORS|SEP 2017|2017|80|||||258|267||10.1016/j.ecolind.2017.05.019|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1
Exotic species enhance response diversity to land-use change but modify functional composition|Stavert, Jamie R.; Pattemore, David E.; Gaskett, Anne C.; Beggs, Jacqueline R.; Bartomeus, Ignasi||||PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|AUG 16 2017|2017|284|1860||||||20170788|10.1098/rspb.2017.0788|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
Estimating multinomial effective sample size in catch-at-age and catch-at-size models|Truesdell, Samuel B.; Bence, James R.; Syslo, John M.; Ebener, Mark P.||||FISHERIES RESEARCH|AUG 2017|2017|192|||||66|83||10.1016/j.fishres.2016.11.003|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0
Evaluation of electric nets as means to sample mosquito vectors host-seeking on humans and primates|Hawkes, Frances; Manin, Benny Obrain; Ng, Sui Han; Torr, Stephen J.; Drakeley, Chris; Chua, Tock H.; Ferguson, Heather M.||||PARASITES & VECTORS|JUL 18 2017|2017|10|||||||338|10.1186/s13071-017-2277-3|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0
Small-scale and regional spatial dynamics of an annual plant with contrasting sexual systems|Dorken, Marcel E.; Freckleton, Robert P.; Pannell, John R.||||JOURNAL OF ECOLOGY|JUL 2017|2017|105|4|||SI|1044|1057||10.1111/1365-2745.12719|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1
Two-stage metabolism inferred from diel oxygen dynamics in aquatic ecosystems|Schindler, Daniel E.; Jankowski, Kathijo; A'mar, Z. Teresa; Holtgrieve, Gordon W.||||ECOSPHERE|JUN 2017|2017|8|6||||||e01867|10.1002/ecs2.1867|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
Fire, food and sexual deception in the neighbourhood of some Australian orchids|Brown, Julian; York, Alan||||AUSTRAL ECOLOGY|JUN 2017|2017|42|4||||468|478||10.1111/aec.12464|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Use of Temperature, Humidity, and Slaughter Condemnation Data to Predict Increases in Transport Losses in Three Classes of Swine and Resulting Foregone Revenue|Peterson, Erik; Remmenga, Marta; Hagerman, Amy D.; Akkina, Judy E.||||FRONTIERS IN VETERINARY SCIENCE|MAY 11 2017|2017|4|||||||UNSP 67|10.3389/fvets.2017.00067|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Effect of habitat type and soil moisture on pupal stage of a Mediterranean forest pest (Thaumetopoea pityocampa)|Torres-Muros, Lucia; Hodar, Jose A.; Zamora, Regino||||AGRICULTURAL AND FOREST ENTOMOLOGY|MAY 2017|2017|19|2||||130|138||10.1111/afe.12188|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Contextual variation in the alarm call responses of dwarf mongooses, Helogale parvula|Kern, Julie M.; Laker, Philippa R.; Radford, Andrew N.||||ANIMAL BEHAVIOUR|MAY 2017|2017|127|||||43|51||10.1016/j.anbehav.2017.03.002|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Density dependence and environmental factors affect population stability of an agricultural pest and its specialist parasitoid|Morgan, William H.; Thebault, Elisa; Seymour, Colleen L.; van Veen, F. J. Frank||||BIOCONTROL|APR 2017|2017|62|2||||175|184||10.1007/s10526-016-9777-5|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Temporal cycles and spatial asynchrony in the reproduction and growth of a rare nectarless orchid, Cypripedium calceolus|Hurskainen, Sonja; Jakalaniemi, Anne; Kaitala, Veijo; Kull, Tiiu; Motlep, Marilin; Ramula, Satu; Tuomi, Juha||||BOTANICAL JOURNAL OF THE LINNEAN SOCIETY|FEB 1 2017|2017|183|2||||316|326||10.1093/botlinnean/bow008|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Viability and germinability in long term storage of Corylus avellana pollen|Novara, Cristina; Ascari, Lorenzo; La Morgia, Valentina; Reale, Luisella; Genre, Andrea; Siniscalco, Consolata||||SCIENTIA HORTICULTURAE|JAN 5 2017|2017|214|||||295|303||10.1016/j.scienta.2016.11.042|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Estimating the Size Selectivity of Trap Nets using a Gill-Net Selectivity Experiment: Method Development and Application to Lake Whitefish in Lake Huron|Zhao, Yingming; Morbey, Yolanda E.||||NORTH AMERICAN JOURNAL OF FISHERIES MANAGEMENT|2017|2017|37|6||||1341|1349||10.1080/02755947.2017.1381206|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
THE ROLE OF STUBBLE TYPE AND SPILLED SEED BIOMASS ON THE ABUNDANCE OF SEED-EATING BIRDS IN AGROECOSYSTEMS|Zufiaurre, Emmanuel; Codesido, Mariano; Abba, Agustin M.; Bilenca, David||||ARDEOLA|JAN 2017|2017|64|1||||31|48||10.13157/arla.64.1.2017.ra3|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
Disassembly of a tadpole community by a multi-host fungal pathogen with limited evidence of recovery|DiRenzo, Graziella V.; Che-Castaldo, Christian; Rugenski, Amanda; Brenes, Roberto; Whiles, Matt R.; Pringle, Catherine M.; Kilham, Susan S.; Lips, Karen R.||||ECOLOGICAL APPLICATIONS|JAN 2017|2017|27|1||||309|320||10.1002/eap.1443|||3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1
Survival and metamorphosis of larval sea lamprey (Petromyzon marinus) residing in Lakes Michigan and Huron near river mouths|Johnson, Nicholas S.; Brenden, Travis O.; Swink, William D.; Lipps, Mathew A.||||JOURNAL OF GREAT LAKES RESEARCH|DEC 2016|2016|42|6||||1461|1469||10.1016/j.jglr.2016.09.003|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0
A multispecies biomass dynamics model for investigating predator-prey interactions in the Bering Sea groundfish community|Uchiyama, Tadayasu; Kruse, Gordon H.; Mueter, Franz J.||||DEEP-SEA RESEARCH PART II-TOPICAL STUDIES IN OCEANOGRAPHY|DEC 2016|2016|134|||||331|349||10.1016/j.dsr2.2015.04.019|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0|0|0
Cerebral Microembolization During Aortic Valve Replacement Using Minimally Invasive or Conventional Extracorporeal Circulation: A Randomized Trial|Basciani, Reto; Kroeninger, Felix; Gygax, Erich; Jenni, Hansjorg; Reineke, David; Stucki, Monika; Hagenbuch, Niels; Carrel, Thierry; Eberle, Balthasar; Erdoes, Gabor||||ARTIFICIAL ORGANS|DEC 2016|2016|40|12||||E280|E291||10.1111/aor.12744|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0
Trade-offs in transitions between indigenous and commercial fishing sectors: the Torres Strait tropical rock lobster fishery|Hutton, T.; van Putten, E. I.; Pascoe, S. D.; Deng, R. A.; Plaganyi, E. E.; Dennis, D.||||FISHERIES MANAGEMENT AND ECOLOGY|DEC 2016|2016|23|6||||463|477||10.1111/fme.12186|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|0
Casal2: New Zealand's integrated population modelling tool|Doonan, Ian; Large, Kath; Dunn, Alistair; Rasmussen, Scott; Marsh, Craig; Mormede, Sophie||||FISHERIES RESEARCH|NOV 2016|2016|183|||||498|505||10.1016/j.fishres.2016.04.024|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0
Mixed-methods Evaluation of the Good Behaviour Game in English Primary Schools|Coombes, Lindsey; Chan, Gail; Allen, Debby; Foxcroft, David R.||||JOURNAL OF COMMUNITY & APPLIED SOCIAL PSYCHOLOGY|SEP-OCT 2016|2016|26|5||||369|387||10.1002/casp.2268|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0
Factors affecting the abundance of age-0 Atlantic menhaden (Brevoortia tyrannus) in Chesapeake Bay|Houde, Edward D.; Annis, Eric R.; Harding, Lawrence W., Jr.; Mallonee, Michael E.; Wilberg, Michael J.||||ICES JOURNAL OF MARINE SCIENCE|SEP-OCT 2016|2016|73|9||||2238|2251||10.1093/icesjms/fsw063|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0|0
Evaluating the influence of predator-prey interactions on stock assessment and management reference points for a large lake ecosystem|Kurota, Hiroyuki; McAllister, Murdoch K.; Parkinson, Eric A.; Johnston, N. T.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|SEP 2016|2016|73|9||||1372|1388||10.1139/cjfas-2014-0414|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Visitation rate of pollinators and nectar robbers to the flowers and inflorescences of Tabebuia aurea (Bignoniaceae): effects of floral display size and habitat fragmentation|Lobo, Jorge A.; Ramos, Davi De Lacerda; Braga, Aline Cabral||||BOTANICAL JOURNAL OF THE LINNEAN SOCIETY|AUG 2016|2016|181|4||||667|681||10.1111/boj.12435|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|0
Anthropogenic impacts on Costa Rican bat parasitism are sex specific|Frank, Hannah K.; Mendenhall, Chase D.; Judson, Seth D.; Daily, Gretchen C.; Hadly, Elizabeth A.||||ECOLOGY AND EVOLUTION|JUL 2016|2016|6|14||||4898|4909||10.1002/ece3.2245|||3|0.75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|0
